date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_seed,loser_entry,speed,outcome,winner_entry
6/26/17,Eastbourne,B,3,G,FALSE,QF,Novak Djokovic,1,Serbia,SRB,4,1,2435,Donald Young,United States,USA,47,-1,1965,6-2 7-6(9),,,75,,
6/26/17,Eastbourne,B,3,G,FALSE,R16,Novak Djokovic,1,Serbia,SRB,4,1,2434,Vasek Pospisil,Canada,CAN,75,-1,1921,6-4 6-3,,Q,75,,
5/29/17,Roland Garros,G,5,C,FALSE,QF,Dominic Thiem,6,Austria,AUT,7,23,2187,Novak Djokovic,Serbia,SRB,2,-23,2457,7-6(5) 6-3 6-0,2,,45,,
5/29/17,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,2,Serbia,SRB,2,2,2455,Albert Ramos,Spain,ESP,20,-2,2012,7-6(5) 6-1 6-3,19,,45,,
5/29/17,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,2,2453,Diego Sebastian Schwartzman,Argentina,ARG,41,-2,1960,5-7 6-3 3-6 6-1 6-1,,,45,,
5/29/17,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,2,Serbia,SRB,2,1,2452,Joao Sousa,Portugal,POR,59,-1,1873,6-1 6-4 6-3,,,45,,
5/29/17,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,2,Serbia,SRB,2,,2452,Marcel Granollers,Spain,ESP,77,-1,1810,6-3 6-4 6-2,,,45,,
5/15/17,Rome Masters,M,3,C,FALSE,F,Alexander Zverev,16,Germany,GER,17,22,2150,Novak Djokovic,Serbia,SRB,2,-21,2473,6-4 6-3,2,,56,,
5/15/17,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,2,Serbia,SRB,2,3,2470,Dominic Thiem,Austria,AUT,7,-3,2169,6-1 6-0,8,,56,,
5/15/17,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,2,Serbia,SRB,2,5,2465,Juan Martin Del Potro,Argentina,ARG,34,-4,2248,6-1 6-4,,,56,,
5/15/17,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,2,Serbia,SRB,2,2,2463,Roberto Bautista Agut,Spain,ESP,20,-2,2092,6-4 6-4,,,56,,
5/15/17,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,1,2462,Aljaz Bedene,Slovenia,SLO,55,-1,1870,7-6(2) 6-2,,Q,56,,
5/8/17,Madrid Masters,M,3,C,FALSE,SF,Rafael Nadal,4,Spain,ESP,5,16,2325,Novak Djokovic,Serbia,SRB,2,-16,2478,6-2 6-4,2,,65,,
5/8/17,Madrid Masters,M,3,C,FALSE,QF,Novak Djokovic,2,Serbia,SRB,2,2,2476,Kei Nishikori,Japan,JPN,8,-2,2228,W/O,6,,65,W/O,
5/8/17,Madrid Masters,M,3,C,FALSE,R16,Novak Djokovic,2,Serbia,SRB,2,1,2475,Feliciano Lopez,Spain,ESP,38,-1,1954,6-4 7-5,,,65,,
5/8/17,Madrid Masters,M,3,C,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,1,2474,Nicolas Almagro,Spain,ESP,76,,1922,6-1 4-6 7-5,,WC,65,,
4/17/17,Monte Carlo Masters,M,3,C,FALSE,QF,David Goffin,10,Belgium,BEL,13,19,2140,Novak Djokovic,Serbia,SRB,2,-19,2493,6-2 3-6 7-5,2,,20,,
4/17/17,Monte Carlo Masters,M,3,C,FALSE,R16,Novak Djokovic,2,Serbia,SRB,2,2,2491,Pablo Carreno Busta,Spain,ESP,19,-1,2015,6-2 4-6 6-4,13,,20,,
4/17/17,Monte Carlo Masters,M,3,C,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,1,2490,Gilles Simon,France,FRA,32,-1,2028,6-3 3-6 7-5,,,20,,
4/7/17,Davis Cup WG,D,5,H,FALSE,QF,Novak Djokovic,,Serbia,SRB,2,1,2489,Albert Ramos,Spain,ESP,24,-1,1945,6-3 6-4 6-2,,,,,
3/6/17,Indian Wells Masters,M,3,H,FALSE,R16,Nick Kyrgios,15,Australia,AUS,16,18,2124,Novak Djokovic,Serbia,SRB,2,-18,2507,6-4 7-6(3),2,,53,,
3/6/17,Indian Wells Masters,M,3,H,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,4,2503,Juan Martin Del Potro,Argentina,ARG,35,-3,2242,7-5 4-6 6-1,31,,53,,
3/6/17,Indian Wells Masters,M,3,H,FALSE,R64,Novak Djokovic,2,Serbia,SRB,2,,2503,Kyle Edmund,United Kingdom,GBR,46,-1,1922,6-4 7-6(5),,,53,,
2/27/17,Acapulco,A,3,H,FALSE,QF,Nick Kyrgios,6,Australia,AUS,17,17,2110,Novak Djokovic,Serbia,SRB,2,-17,2520,7-6(9) 7-5,1,,60,,
2/27/17,Acapulco,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,2,3,2517,Juan Martin Del Potro,Argentina,ARG,32,-3,2243,4-6 6-4 6-4,,,60,,
2/27/17,Acapulco,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,2,1,2516,Martin Klizan,Slovakia,SVK,62,-1,1895,6-3 7-6(4),,,60,,
2/3/17,Davis Cup WG,D,3,H,FALSE,R16,Novak Djokovic,,Serbia,SRB,2,,2516,Daniil Medvedev,Russian Federation,RUS,63,,1800,3-6 6-4 6-1 1-0 RET,,,,RET,
1/16/17,Australian Open,G,5,H,FALSE,R64,Denis Istomin,,Uzbekistan,UZB,117,31,1860,Novak Djokovic,Serbia,SRB,2,-23,2539,7-6(8) 5-7 2-6 7-6(5) 6-4,2,,68,,
1/16/17,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,2,Serbia,SRB,2,,2539,Fernando Verdasco,Spain,ESP,40,-1,1973,6-1 7-6(4) 6-2,,,68,,
1/2/17,Doha,B,3,H,FALSE,F,Novak Djokovic,2,Serbia,SRB,2,10,2529,Andy Murray,United Kingdom,GBR,1,-9,2503,6-3 5-7 6-4,1,,61,,
1/2/17,Doha,B,3,H,FALSE,SF,Novak Djokovic,2,Serbia,SRB,2,1,2528,Fernando Verdasco,Spain,ESP,42,-1,1974,4-6 7-6(7) 6-3,,,61,,
1/2/17,Doha,B,3,H,FALSE,QF,Novak Djokovic,2,Serbia,SRB,2,,2528,Radek Stepanek,Czech Republic,CZE,107,-1,1937,6-3 6-3,,Q,61,,
1/2/17,Doha,B,3,H,FALSE,R16,Novak Djokovic,2,Serbia,SRB,2,,2528,Horacio Zeballos,Argentina,ARG,71,,1805,6-3 6-4,,,61,,
1/2/17,Doha,B,3,H,FALSE,R32,Novak Djokovic,2,Serbia,SRB,2,1,2527,Jan Lennard Struff,Germany,GER,63,-1,1841,7-6(1) 6-3,,,61,,
11/14/16,Tour Finals,F,3,H,TRUE,F,Andy Murray,1,United Kingdom,GBR,1,15,2485,Novak Djokovic,Serbia,SRB,2,-15,2543,6-3 6-4,2,,68,,
11/14/16,Tour Finals,F,3,H,TRUE,SF,Novak Djokovic,2,Serbia,SRB,2,4,2539,Kei Nishikori,Japan,JPN,5,-4,2263,6-1 6-1,5,,68,,
11/14/16,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,2,Serbia,SRB,2,3,2536,Milos Raonic,Canada,CAN,4,-3,2238,7-6(6) 7-6(5),4,,68,,
11/14/16,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,2,Serbia,SRB,2,2,2534,David Goffin,Belgium,BEL,11,-2,2102,6-1 6-2,9,,68,,
11/14/16,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,2,Serbia,SRB,2,2,2532,Dominic Thiem,Austria,AUT,9,-2,2105,6-7(10) 6-0 6-2,8,,68,,
10/31/16,Paris Masters,M,3,H,TRUE,QF,Marin Cilic,9,Croatia,CRO,10,18,2196,Novak Djokovic,Serbia,SRB,1,-19,2551,6-4 7-6(2),1,,77,,
10/31/16,Paris Masters,M,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2549,Grigor Dimitrov,Bulgaria,BUL,18,-1,2087,4-6 6-2 6-3,14,,77,,
10/31/16,Paris Masters,M,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2548,Gilles Muller,Luxembourg,LUX,34,-1,2032,6-3 6-4,,,77,,
10/10/16,Shanghai Masters,M,3,H,FALSE,SF,Roberto Bautista Agut,15,Spain,ESP,19,21,2118,Novak Djokovic,Serbia,SRB,1,-21,2569,6-4 6-4,1,,63,,
10/10/16,Shanghai Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2568,Mischa Zverev,Germany,GER,110,-1,1865,3-6 7-6(4) 6-3,,Q,63,,
10/10/16,Shanghai Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2568,Vasek Pospisil,Canada,CAN,131,,1878,6-4 6-4,,Q,63,,
10/10/16,Shanghai Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2567,Fabio Fognini,Italy,ITA,50,,1977,6-3 6-3,,,63,,
8/29/16,US Open,G,5,H,FALSE,F,Stan Wawrinka,3,Switzerland,SUI,3,28,2254,Novak Djokovic,Serbia,SRB,1,-28,2596,6-7(1) 6-4 7-5 6-3,1,,47,,
8/29/16,US Open,G,5,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2593,Gael Monfils,France,FRA,12,-2,2191,6-3 6-2 3-6 6-2,10,,47,,
8/29/16,US Open,G,5,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2591,Jo Wilfried Tsonga,France,FRA,11,-2,2160,6-3 6-2 RET,9,,47,RET,
8/29/16,US Open,G,5,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2591,Kyle Edmund,United Kingdom,GBR,84,-1,1876,6-2 6-1 6-4,,,47,,
8/29/16,US Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2590,Mikhail Youzhny,Russian Federation,RUS,61,,1887,4-2 RET,,,47,RET,
8/29/16,US Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,,2590,Jiri Vesely,Czech Republic,CZE,49,,1905,W/O,,,47,W/O,
8/29/16,US Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2589,Jerzy Janowicz,Poland,POL,247,-1,1879,6-3 5-7 6-2 6-1,,,47,,
8/8/16,Rio Olympics,O,3,H,FALSE,R64,Juan Martin Del Potro,,Argentina,ARG,141,16,2146,Novak Djokovic,Serbia,SRB,1,-17,2606,7-6(4) 7-6(2),1,,53,,
7/25/16,Canada Masters,M,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,4,2602,Kei Nishikori,Japan,JPN,6,-4,2281,6-3 7-5,3,,67,,
7/25/16,Canada Masters,M,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,1,2601,Gael Monfils,France,FRA,14,-1,2154,6-3 6-2,10,,67,,
7/25/16,Canada Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2599,Tomas Berdych,Czech Republic,CZE,8,-2,2218,7-6(6) 6-4,5,,67,,
7/25/16,Canada Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2598,Radek Stepanek,Czech Republic,CZE,129,,1940,6-2 6-4,,Q,67,,
7/25/16,Canada Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2598,Gilles Muller,Luxembourg,LUX,37,,1992,7-5 7-6(3),,,67,,
6/27/16,Wimbledon,G,5,G,FALSE,R32,Sam Querrey,28,United States,USA,41,28,1957,Novak Djokovic,Serbia,SRB,1,-25,2623,7-6(6) 6-1 3-6 7-6(5),1,,76,,
6/27/16,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2622,Adrian Mannarino,France,FRA,55,,1918,6-4 6-3 7-6(5),,,76,,
6/27/16,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2622,James Ward,United Kingdom,GBR,177,,1705,6-0 7-6(3) 6-4,,,76,,
5/23/16,Roland Garros,G,5,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,8,2614,Andy Murray,United Kingdom,GBR,2,-8,2426,3-6 6-1 6-2 6-4,2,,41,,
5/23/16,Roland Garros,G,5,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,2,2612,Dominic Thiem,Austria,AUT,15,-2,2165,6-2 6-1 6-4,13,,41,,
5/23/16,Roland Garros,G,5,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2610,Tomas Berdych,Czech Republic,CZE,8,-2,2212,6-3 7-5 6-3,7,,41,,
5/23/16,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2608,Roberto Bautista Agut,Spain,ESP,16,-2,2117,3-6 6-4 6-1 7-5,14,,41,,
5/23/16,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2608,Aljaz Bedene,Slovenia,SLO,66,,1840,6-2 6-3 6-3,,,41,,
5/23/16,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,,2608,Steve Darcis,Belgium,BEL,161,,1857,7-5 6-3 6-4,,,41,,
5/23/16,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2607,Yen Hsun Lu,"Taiwan, Province of China",TPE,95,-1,1882,6-4 6-1 6-1,,,41,,
5/9/16,Rome Masters,M,3,C,FALSE,F,Andy Murray,2,United Kingdom,GBR,3,19,2385,Novak Djokovic,Serbia,SRB,1,-20,2627,6-3 6-3,1,,47,,
5/9/16,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2624,Kei Nishikori,Japan,JPN,6,-3,2292,2-6 6-4 7-6(5),6,,47,,
5/9/16,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,3,2621,Rafael Nadal,Spain,ESP,5,-3,2336,7-5 7-6(4),5,,47,,
5/9/16,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2620,Thomaz Bellucci,Brazil,BRA,37,,1884,0-6 6-3 6-2,,,47,,
5/9/16,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2620,Stephane Robert,France,FRA,103,,1790,7-5 7-5,,Q,47,,
5/2/16,Madrid Masters,M,3,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,5,2615,Andy Murray,United Kingdom,GBR,2,-5,2381,6-2 3-6 6-3,2,,69,,
5/2/16,Madrid Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2612,Kei Nishikori,Japan,JPN,6,-3,2279,6-3 7-6(4),6,,69,,
5/2/16,Madrid Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2610,Milos Raonic,Canada,CAN,10,-2,2247,6-3 6-4,11,,69,,
5/2/16,Madrid Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2609,Roberto Bautista Agut,Spain,ESP,17,-1,2113,6-2 6-1,15,,69,,
5/2/16,Madrid Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2608,Borna Coric,Croatia,CRO,40,-1,1942,6-2 6-4,,,69,,
4/11/16,Monte Carlo Masters,M,3,C,FALSE,R32,Jiri Vesely,,Czech Republic,CZE,55,28,1833,Novak Djokovic,Serbia,SRB,1,-20,2628,6-4 2-6 6-4,1,,37,,
3/21/16,Miami Masters,M,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,3,2625,Kei Nishikori,Japan,JPN,6,-3,2265,6-3 6-3,6,,57,,
3/21/16,Miami Masters,M,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,1,2624,David Goffin,Belgium,BEL,15,-1,2120,7-6(5) 6-4,15,,57,,
3/21/16,Miami Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2622,Tomas Berdych,Czech Republic,CZE,7,-1,2211,6-3 6-3,7,,57,,
3/21/16,Miami Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2621,Dominic Thiem,Austria,AUT,14,-1,2094,6-3 6-4,14,,57,,
3/21/16,Miami Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2621,Joao Sousa,Portugal,POR,38,,1936,6-4 6-1,33,,57,,
3/21/16,Miami Masters,M,3,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,,2621,Kyle Edmund,United Kingdom,GBR,87,,1722,6-3 6-3,,,57,,
3/7/16,Indian Wells Masters,M,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,3,2618,Milos Raonic,Canada,CAN,14,-3,2243,6-2 6-0,12,,44,,
3/7/16,Indian Wells Masters,M,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2615,Rafael Nadal,Spain,ESP,5,-3,2296,7-6(5) 6-2,4,,44,,
3/7/16,Indian Wells Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2614,Jo Wilfried Tsonga,France,FRA,9,-2,2160,7-6(2) 7-6(2),7,,44,,
3/7/16,Indian Wells Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2613,Feliciano Lopez,Spain,ESP,21,-1,2032,6-3 6-3,18,,44,,
3/7/16,Indian Wells Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2612,Philipp Kohlschreiber,Germany,GER,30,-1,2071,7-5 7-5,27,,44,,
3/7/16,Indian Wells Masters,M,3,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,,2612,Bjorn Fratangelo,United States,USA,149,,1813,2-6 6-1 6-2,,Q,44,,
3/4/16,Davis Cup WG,D,5,H,FALSE,R16,Novak Djokovic,,Serbia,SRB,1,,2612,Mikhail Kukushkin,Kazakhstan,KAZ,79,-1,1899,6-7(6) 7-6(3) 4-6 6-3 6-2,,,,,
3/4/16,Davis Cup WG,D,5,H,FALSE,R16,Novak Djokovic,,Serbia,SRB,1,,2612,Aleksandr Nedovyesov,Kazakhstan,KAZ,200,,1729,6-1 6-2 6-3,,,,,
2/22/16,Dubai,A,3,H,FALSE,QF,Feliciano Lopez,6,Spain,ESP,24,19,2003,Novak Djokovic,Serbia,SRB,1,-18,2630,6-3 0-0 RET,1,,52,RET,
2/22/16,Dubai,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2630,Malek Jaziri,Tunisia,TUN,121,-1,1774,6-1 6-2,,WC,52,,
2/22/16,Dubai,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2629,Tommy Robredo,Spain,ESP,41,-1,1972,6-1 6-2,,,52,,
1/18/16,Australian Open,G,5,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,7,2622,Andy Murray,United Kingdom,GBR,2,-7,2400,6-1 7-5 7-6,2,,75,,
1/18/16,Australian Open,G,5,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,8,2614,Roger Federer,Switzerland,SUI,3,-8,2450,6-1 6-2 3-6 6-3,3,,75,,
1/18/16,Australian Open,G,5,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,3,2611,Kei Nishikori,Japan,JPN,7,-4,2252,6-3 6-2 6-4,7,,75,,
1/18/16,Australian Open,G,5,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2610,Gilles Simon,France,FRA,15,-1,2086,6-3 6-7 6-4 4-6 6-3,14,,75,,
1/18/16,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2609,Andreas Seppi,Italy,ITA,29,-1,1973,6-1 7-5 7-6,28,,75,,
1/18/16,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,,2609,Quentin Halys,France,FRA,187,-1,1729,6-1 6-2 7-6,,,75,,
1/18/16,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2609,Hyeon Chung,"Korea, Republic of",KOR,52,,1838,6-3 6-2 6-4,,,75,,
1/4/16,Doha,B,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,4,2605,Rafael Nadal,Spain,ESP,5,-3,2329,6-1 6-2,2,,54,,
1/4/16,Doha,B,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,1,2604,Tomas Berdych,Czech Republic,CZE,6,-2,2206,6-3 7-6(3),3,,54,,
1/4/16,Doha,B,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2603,Leonardo Mayer,Argentina,ARG,35,,1972,6-3 7-5,8,,54,,
1/4/16,Doha,B,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2603,Fernando Verdasco,Spain,ESP,49,-1,1953,6-2 6-2,,,54,,
1/4/16,Doha,B,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2603,Dustin Brown,Germany,GER,118,,1842,6-2 6-2,,Q,54,,
11/15/15,Tour Finals,F,3,H,TRUE,F,Novak Djokovic,1,Serbia,SRB,1,8,2595,Roger Federer,Switzerland,SUI,3,-8,2458,6-3 6-4,3,,67,,
11/15/15,Tour Finals,F,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,1,4,2591,Rafael Nadal,Spain,ESP,5,-4,2329,6-3 6-3,5,,67,,
11/15/15,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,2,2589,Tomas Berdych,Czech Republic,CZE,6,-2,2204,6-3 7-5,6,,67,,
11/15/15,Tour Finals,F,3,H,TRUE,RR,Roger Federer,3,Switzerland,SUI,3,16,2431,Novak Djokovic,Serbia,SRB,1,-16,2605,7-5 6-2,1,,67,,
11/15/15,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,3,2602,Kei Nishikori,Japan,JPN,8,-3,2238,6-1 6-1,8,,67,,
11/2/15,Paris Masters,M,3,H,TRUE,F,Novak Djokovic,1,Serbia,SRB,1,6,2596,Andy Murray,United Kingdom,GBR,3,-7,2403,6-2 6-4,2,,71,,
11/2/15,Paris Masters,M,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2593,Stan Wawrinka,Switzerland,SUI,4,-3,2271,6-3 3-6 6-0,4,,71,,
11/2/15,Paris Masters,M,3,H,TRUE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2591,Tomas Berdych,Czech Republic,CZE,5,-3,2222,7-6(3) 7-6(8),5,,71,,
11/2/15,Paris Masters,M,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2590,Gilles Simon,France,FRA,15,-1,2076,6-3 7-5,14,,71,,
11/2/15,Paris Masters,M,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,1,,2590,Thomaz Bellucci,Brazil,BRA,40,,1933,7-5 6-3,,,71,,
10/11/15,Shanghai Masters,M,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,3,2587,Jo Wilfried Tsonga,France,FRA,15,-2,2187,6-2 6-4,16,,73,,
10/11/15,Shanghai Masters,M,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,5,2582,Andy Murray,United Kingdom,GBR,2,-6,2393,6-1 6-3,3,,73,,
10/11/15,Shanghai Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2581,Bernard Tomic,Australia,AUS,20,-1,2024,7-6(6) 6-1,,,73,,
10/11/15,Shanghai Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2580,Feliciano Lopez,Spain,ESP,17,-1,2049,6-2 6-3,15,,73,,
10/11/15,Shanghai Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2580,Martin Klizan,Slovakia,SVK,44,-1,1949,6-2 6-1,,,73,,
10/5/15,Beijing,A,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,4,2576,Rafael Nadal,Spain,ESP,8,-4,2291,6-2 6-2,3,,60,,
10/5/15,Beijing,A,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,2,2574,David Ferrer,Spain,ESP,7,-2,2227,6-2 6-3,4,,60,,
10/5/15,Beijing,A,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2573,John Isner,United States,USA,13,-1,2099,6-2 6-2,6,,60,,
10/5/15,Beijing,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,,2573,Ze Zhang,China,CHN,219,,1721,6-2 6-1,,WC,60,,
10/5/15,Beijing,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2572,Simone Bolelli,Italy,ITA,59,,1950,6-1 6-1,,Q,60,,
8/31/15,US Open,G,5,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,11,2561,Roger Federer,Switzerland,SUI,2,-12,2458,6-4 5-7 6-4 6-4,2,,68,,
8/31/15,US Open,G,5,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2558,Marin Cilic,Croatia,CRO,9,-3,2160,6-0 6-1 6-2,9,,68,,
8/31/15,US Open,G,5,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,1,2557,Feliciano Lopez,Spain,ESP,19,-2,2036,6-1 3-6 6-3 7-6(2),18,,68,,
8/31/15,US Open,G,5,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2556,Roberto Bautista Agut,Spain,ESP,23,-1,2044,6-3 4-6 6-4 6-3,23,,68,,
8/31/15,US Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2555,Andreas Seppi,Italy,ITA,25,-1,1999,6-3 7-5 7-5,25,,68,,
8/31/15,US Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2554,Andreas Haider Maurer,Austria,AUT,52,-1,1835,6-4 6-1 6-2,,,68,,
8/31/15,US Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2554,Joao Souza,Brazil,BRA,91,-1,1630,6-1 6-1 6-1,,,68,,
8/16/15,Cincinnati Masters,M,3,H,FALSE,F,Roger Federer,2,Switzerland,SUI,3,17,2420,Novak Djokovic,Serbia,SRB,1,-17,2571,7-6(1) 6-3,1,,75,,
8/16/15,Cincinnati Masters,M,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,1,2570,Alexandr Dolgopolov,Ukraine,UKR,66,-1,2009,4-6 7-6(5) 6-2,,Q,75,,
8/16/15,Cincinnati Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2568,Stan Wawrinka,Switzerland,SUI,5,-3,2250,6-4 6-1,5,,75,,
8/16/15,Cincinnati Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2567,David Goffin,Belgium,BEL,14,-1,2037,6-4 2-6 6-3,13,,75,,
8/16/15,Cincinnati Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2566,Benoit Paire,France,FRA,42,,1937,7-5 6-2,,LL,75,,
8/10/15,Canada Masters,M,3,H,FALSE,F,Andy Murray,2,United Kingdom,GBR,3,19,2379,Novak Djokovic,Serbia,SRB,1,-19,2585,6-4 4-6 6-3,1,,71,,
